时间,1#给煤机瞬时流量输出信号,高温省煤器进口O2浓度（左）,高温省煤器进口O2浓度（右）,一次风转速,二次风转速
2022-11-15 08:33:00,9.771,1.628,1.847,43.186,35.765
2022-11-15 08:33:05,9.381,1.654,1.758,43.19,35.957
2022-11-15 08:33:10,9.517,1.671,1.772,43.186,36.036
2022-11-15 08:33:15,9.519,1.646,1.79,43.186,36.172
2022-11-15 08:33:20,9.523,1.612,1.788,43.19,36.172
2022-11-15 08:33:25,9.496,1.656,1.751,43.186,36.211
2022-11-15 08:33:30,9.639,1.699,1.757,43.19,36.573
2022-11-15 08:33:35,9.649,1.736,1.766,43.179,36.572
2022-11-15 08:33:40,9.65,1.689,1.809,43.186,36.576
2022-11-15 08:33:45,9.621,1.632,1.847,43.183,36.572
2022-11-15 08:33:50,9.613,1.603,1.839,43.19,36.576
2022-11-15 08:33:55,9.633,1.607,1.922,43.183,36.568
2022-11-15 08:34:00,9.523,1.646,1.926,43.19,36.576
2022-11-15 08:34:05,9.628,1.715,1.948,43.186,36.573
2022-11-15 08:34:10,9.527,1.718,1.892,43.186,36.576
2022-11-15 08:34:15,9.49,1.705,1.863,43.183,36.569
2022-11-15 08:34:20,9.517,1.73,1.816,43.186,36.58
2022-11-15 08:34:25,9.497,1.725,1.855,43.19,36.569
2022-11-15 08:34:30,9.521,1.756,1.838,43.183,36.576
2022-11-15 08:34:35,9.606,1.722,1.88,43.19,36.576
2022-11-15 08:34:40,9.528,1.683,1.92,43.183,36.784
2022-11-15 08:34:45,9.652,1.685,1.92,43.196,36.972
2022-11-15 08:34:50,9.652,1.718,1.902,43.183,36.976
2022-11-15 08:34:55,9.764,1.718,1.875,43.19,36.976
2022-11-15 08:35:00,9.63,1.681,1.921,43.19,36.979
2022-11-15 08:35:05,9.783,1.642,1.951,43.347,36.976
2022-11-15 08:35:10,9.623,1.634,1.948,43.398,36.976
2022-11-15 08:35:15,9.524,1.632,1.966,43.372,36.976
2022-11-15 08:35:20,9.495,1.623,1.931,43.367,36.972
2022-11-15 08:35:25,9.511,1.634,1.852,43.374,36.98
2022-11-15 08:35:30,9.655,1.681,1.882,43.398,36.972
2022-11-15 08:35:35,9.62,1.725,1.781,43.375,36.984
2022-11-15 08:35:40,9.774,1.744,1.845,43.37,36.972
2022-11-15 08:35:45,9.617,1.715,1.856,43.402,36.972
2022-11-15 08:35:50,9.486,1.674,1.863,43.19,36.98
2022-11-15 08:35:55,9.519,1.67,1.886,43.186,36.976
2022-11-15 08:36:00,9.623,1.694,1.844,43.183,36.976
2022-11-15 08:36:05,9.51,1.697,1.746,43.183,36.984
2022-11-15 08:36:10,9.653,1.722,1.754,43.19,36.976
2022-11-15 08:36:15,9.533,1.758,1.826,43.186,36.969
2022-11-15 08:36:20,9.495,1.773,1.768,43.186,36.979
2022-11-15 08:36:25,9.628,1.779,1.745,43.182,36.979
2022-11-15 08:36:30,9.873,1.773,1.748,43.186,36.979
2022-11-15 08:36:35,9.641,1.789,1.74,43.183,36.976
2022-11-15 08:36:40,9.499,1.801,1.762,43.209,36.976
2022-11-15 08:36:45,9.619,1.791,1.866,43.19,36.98
2022-11-15 08:36:50,9.619,1.779,1.969,43.183,36.972
2022-11-15 08:36:55,9.781,1.777,1.914,43.19,36.976
2022-11-15 08:37:00,9.652,1.78,1.933,43.183,36.976
2022-11-15 08:37:05,9.775,1.822,1.877,43.186,36.979
2022-11-15 08:37:10,9.628,1.822,1.885,43.186,36.979
2022-11-15 08:37:15,9.777,1.836,1.905,43.183,36.976
2022-11-15 08:37:20,9.617,1.845,1.907,43.186,36.976
2022-11-15 08:37:25,9.65,1.865,1.943,43.183,36.979
2022-11-15 08:37:30,9.619,1.875,1.998,43.186,36.972
2022-11-15 08:37:35,9.627,1.862,1.96,43.183,36.979
2022-11-15 08:37:40,9.654,1.854,1.914,43.186,36.972
2022-11-15 08:37:45,9.642,1.895,1.852,43.182,36.98
2022-11-15 08:37:50,9.654,1.913,1.854,43.19,36.976
2022-11-15 08:37:55,9.49,1.856,1.856,43.183,36.976
2022-11-15 08:38:00,9.53,1.848,1.88,43.186,36.976
2022-11-15 08:38:05,9.509,1.918,1.888,43.186,36.972
2022-11-15 08:38:10,9.652,1.985,1.814,43.19,36.972
2022-11-15 08:38:15,9.619,1.95,1.85,43.19,36.976
2022-11-15 08:38:20,9.773,1.909,1.856,43.186,36.979
2022-11-15 08:38:25,9.77,1.875,1.904,43.186,36.972
2022-11-15 08:38:30,9.775,1.795,1.859,43.19,36.98
2022-11-15 08:38:35,9.62,1.769,1.87,43.183,36.976
2022-11-15 08:38:40,9.639,1.795,1.848,43.182,36.979
2022-11-15 08:38:45,9.409,1.818,1.817,43.19,36.976
2022-11-15 08:38:50,9.394,1.817,1.823,43.186,36.979
2022-11-15 08:38:55,9.385,1.789,1.863,43.19,36.976
2022-11-15 08:39:00,9.495,1.769,1.935,43.19,36.972
2022-11-15 08:39:05,9.641,1.752,1.923,43.201,36.972
2022-11-15 08:39:10,9.619,1.74,1.852,43.186,36.98
2022-11-15 08:39:15,9.525,1.752,1.85,43.183,36.972
2022-11-15 08:39:20,9.372,1.748,1.833,43.183,36.984
2022-11-15 08:39:25,9.514,1.777,1.898,43.19,36.972
2022-11-15 08:39:30,9.517,1.789,1.872,43.179,36.98
2022-11-15 08:39:35,9.642,1.808,1.8,43.191,36.976
2022-11-15 08:39:40,9.648,1.811,1.801,43.183,37.164
2022-11-15 08:39:45,9.752,1.824,1.751,43.179,37.196
2022-11-15 08:39:50,9.523,1.799,1.748,43.182,37.194
2022-11-15 08:39:55,9.619,1.781,1.729,43.186,37.196
2022-11-15 08:40:00,10.015,1.813,1.782,43.183,37.184
2022-11-15 08:40:05,9.763,1.856,1.756,43.186,37.192
2022-11-15 08:40:10,9.504,1.814,1.751,43.19,37.192
2022-11-15 08:40:15,9.617,1.695,1.757,43.186,37.196
2022-11-15 08:40:20,9.766,1.638,1.81,43.183,37.188
2022-11-15 08:40:25,9.655,1.703,1.84,43.179,37.188
2022-11-15 08:40:30,9.746,1.773,1.804,43.19,37.192
2022-11-15 08:40:35,9.784,1.758,1.813,43.182,37.191
2022-11-15 08:40:40,9.767,1.683,1.851,43.186,37.191
2022-11-15 08:40:45,9.772,1.615,1.821,43.186,37.194
2022-11-15 08:40:50,9.744,1.595,1.785,43.186,37.39
2022-11-15 08:40:55,9.631,1.552,1.775,43.179,37.564
2022-11-15 08:41:00,9.619,1.507,1.776,43.183,37.571
2022-11-15 08:41:05,9.64,1.564,1.852,43.186,37.564
2022-11-15 08:41:10,9.649,1.699,1.851,43.182,37.782
2022-11-15 08:41:15,9.621,1.719,1.81,43.186,37.779
2022-11-15 08:41:20,9.508,1.707,1.817,43.183,37.782
2022-11-15 08:41:25,9.527,1.711,1.796,43.182,37.782
2022-11-15 08:41:30,9.518,1.769,1.775,43.19,37.775
2022-11-15 08:41:35,9.637,1.783,1.833,43.183,37.779
2022-11-15 08:41:40,9.625,1.763,1.765,43.183,37.925
2022-11-15 08:41:45,9.781,1.787,1.796,43.186,37.951
2022-11-15 08:41:50,9.873,1.848,1.745,43.19,37.979
2022-11-15 08:41:55,9.888,1.872,1.662,43.186,37.978
2022-11-15 08:42:00,9.774,1.822,1.725,43.186,38.194
2022-11-15 08:42:05,9.893,1.848,1.688,43.183,38.387
2022-11-15 08:42:10,9.77,1.862,1.72,43.19,38.375
2022-11-15 08:42:15,9.496,1.926,1.738,43.183,38.571
2022-11-15 08:42:20,9.522,1.92,1.718,43.186,38.594
2022-11-15 08:42:25,9.615,1.916,1.765,43.183,38.567
2022-11-15 08:42:30,9.648,1.914,1.752,43.183,38.595
2022-11-15 08:42:35,9.775,1.946,1.759,43.19,38.59
2022-11-15 08:42:40,9.763,1.938,1.748,43.186,38.567
2022-11-15 08:42:45,9.644,1.891,1.772,43.183,38.574
2022-11-15 08:42:50,9.633,1.869,1.843,43.193,38.566
2022-11-15 08:42:55,9.751,1.867,1.868,43.183,38.589
2022-11-15 08:43:00,9.895,1.872,1.916,43.214,38.563
2022-11-15 08:43:05,9.755,1.957,1.92,43.19,38.748
2022-11-15 08:43:10,9.872,2.006,1.837,43.183,38.781
2022-11-15 08:43:15,9.872,1.985,1.776,43.183,38.78
2022-11-15 08:43:20,9.759,1.977,1.739,43.186,38.755
2022-11-15 08:43:25,9.883,1.969,1.778,43.19,38.774
2022-11-15 08:43:30,10.271,1.944,1.8,43.19,38.751
2022-11-15 08:43:35,10.0,1.955,1.82,43.19,38.779
2022-11-15 08:43:40,9.647,1.922,1.917,43.183,38.755
2022-11-15 08:43:45,9.864,1.856,1.913,43.179,38.782
2022-11-15 08:43:50,9.893,1.789,1.922,43.186,38.751
2022-11-15 08:43:55,9.87,1.804,1.856,43.179,38.782
2022-11-15 08:44:00,9.785,1.842,1.871,43.183,38.778
2022-11-15 08:44:05,9.869,1.885,1.858,43.179,38.758
2022-11-15 08:44:10,9.878,1.951,1.868,43.19,38.77
2022-11-15 08:44:15,9.991,1.989,1.862,43.183,38.785
2022-11-15 08:44:20,9.888,1.961,1.943,43.186,38.935
2022-11-15 08:44:25,9.904,1.944,1.918,43.186,38.99
2022-11-15 08:44:30,9.862,1.969,1.939,43.186,38.99
2022-11-15 08:44:35,9.899,1.977,1.829,43.183,38.998
2022-11-15 08:44:40,9.993,1.981,1.851,43.179,39.181
2022-11-15 08:44:45,10.018,2.026,1.918,43.183,39.174
2022-11-15 08:44:50,10.013,1.998,1.977,43.182,39.182
2022-11-15 08:44:55,9.778,1.971,1.939,43.186,39.178
2022-11-15 08:45:00,9.87,1.94,1.925,43.19,39.175
2022-11-15 08:45:05,9.902,1.932,1.898,43.183,39.178
2022-11-15 08:45:10,9.997,1.907,1.933,43.19,39.175
2022-11-15 08:45:15,10.006,1.836,1.907,43.206,39.178
2022-11-15 08:45:20,10.127,1.862,1.939,43.19,39.177
2022-11-15 08:45:25,10.016,1.883,1.959,43.183,39.182
2022-11-15 08:45:30,10.022,1.899,1.9,43.186,39.177
2022-11-15 08:45:35,9.993,1.926,1.908,43.186,39.182
2022-11-15 08:45:40,9.759,1.95,1.845,43.19,39.177
2022-11-15 08:45:45,9.76,1.92,1.806,43.183,39.178
2022-11-15 08:45:50,9.774,1.863,1.834,43.186,39.175
2022-11-15 08:45:55,9.748,1.821,1.847,43.186,39.178
2022-11-15 08:46:00,9.781,1.82,1.884,43.19,39.175
2022-11-15 08:46:05,9.873,1.852,1.831,43.179,39.366
2022-11-15 08:46:10,9.902,1.855,1.839,43.19,39.55
2022-11-15 08:46:15,9.744,1.887,1.874,43.183,39.558
2022-11-15 08:46:20,9.891,1.805,1.785,43.19,39.708
2022-11-15 08:46:25,9.878,1.746,1.797,43.186,39.793
2022-11-15 08:46:30,9.906,1.734,1.825,43.186,39.789
2022-11-15 08:46:35,9.876,1.758,1.914,43.179,39.793
2022-11-15 08:46:40,9.904,1.83,1.935,43.183,39.789
2022-11-15 08:46:45,9.748,1.795,1.925,43.183,39.793
2022-11-15 08:46:50,9.902,1.732,1.869,43.19,39.786
2022-11-15 08:46:55,10.275,1.716,1.878,43.183,39.793
2022-11-15 08:47:00,10.006,1.732,1.821,43.19,39.793
2022-11-15 08:47:05,9.775,1.703,1.778,43.19,39.796
2022-11-15 08:47:10,9.903,1.661,1.714,43.19,39.789
2022-11-15 08:47:15,10.02,1.707,1.705,43.183,39.796
2022-11-15 08:47:20,9.863,1.771,1.671,43.218,39.793
2022-11-15 08:47:25,9.902,1.752,1.744,43.186,39.793
2022-11-15 08:47:30,9.876,1.681,1.726,43.186,39.789
2022-11-15 08:47:35,10.019,1.644,1.768,43.179,39.793
2022-11-15 08:47:40,9.986,1.644,1.771,43.179,39.793
2022-11-15 08:47:45,10.017,1.638,1.807,43.183,39.793
2022-11-15 08:47:50,9.995,1.595,1.731,43.186,39.786
2022-11-15 08:47:55,9.9,1.644,1.749,43.183,39.796
2022-11-15 08:48:00,9.868,1.762,1.747,43.182,39.789
2022-11-15 08:48:05,9.759,1.791,1.813,43.19,39.796
2022-11-15 08:48:10,9.906,1.799,1.722,43.183,39.796
2022-11-15 08:48:15,9.77,1.811,1.734,43.183,39.793
2022-11-15 08:48:20,9.778,1.762,1.653,43.184,39.793
2022-11-15 08:48:25,9.755,1.709,1.737,43.19,39.95
2022-11-15 08:48:30,9.744,1.703,1.744,43.186,39.95
2022-11-15 08:48:35,9.906,1.722,1.709,43.183,39.957
2022-11-15 08:48:40,9.899,1.72,1.773,43.186,39.98
2022-11-15 08:48:45,10.009,1.736,1.777,43.186,39.958
2022-11-15 08:48:50,10.02,1.769,1.773,43.186,39.973
2022-11-15 08:48:55,9.997,1.752,1.8,43.186,39.977
2022-11-15 08:49:00,10.018,1.72,1.775,43.186,39.947
2022-11-15 08:49:05,9.995,1.711,1.761,43.186,39.954
2022-11-15 08:49:10,9.884,1.695,1.674,43.183,39.972
2022-11-15 08:49:15,9.904,1.718,1.707,43.186,39.976
2022-11-15 08:49:20,9.902,1.691,1.727,43.183,39.954
2022-11-15 08:49:25,10.024,1.636,1.755,43.19,39.95
2022-11-15 08:49:30,10.002,1.633,1.754,43.186,39.959
2022-11-15 08:49:35,9.905,1.673,1.693,43.186,39.946
2022-11-15 08:49:40,9.881,1.691,1.745,43.19,39.954
2022-11-15 08:49:45,9.903,1.683,1.747,43.19,39.954
2022-11-15 08:49:50,10.001,1.718,1.729,43.193,39.98
2022-11-15 08:49:55,9.893,1.762,1.683,43.186,39.954
2022-11-15 08:50:00,9.988,1.797,1.719,43.186,39.954
2022-11-15 08:50:05,9.893,1.795,1.739,43.183,39.946
2022-11-15 08:50:10,9.899,1.795,1.706,43.186,39.985
2022-11-15 08:50:15,9.987,1.822,1.653,43.183,39.977
2022-11-15 08:50:20,10.242,1.808,1.697,43.186,39.949
2022-11-15 08:50:25,10.144,1.781,1.697,43.186,39.981
2022-11-15 08:50:30,9.867,1.789,1.622,43.183,39.977
2022-11-15 08:50:35,9.998,1.836,1.641,43.183,39.946
2022-11-15 08:50:40,9.902,1.85,1.641,43.186,39.949
2022-11-15 08:50:45,10.009,1.826,1.606,43.183,39.973
2022-11-15 08:50:50,10.122,1.828,1.632,43.183,39.973
2022-11-15 08:50:55,10.133,1.867,1.693,43.19,40.161
2022-11-15 08:51:00,10.152,1.85,1.735,43.375,40.196
2022-11-15 08:51:05,10.113,1.799,1.65,43.383,40.185
2022-11-15 08:51:10,10.153,1.749,1.669,43.394,40.189
2022-11-15 08:51:15,10.145,1.709,1.674,43.373,40.189
2022-11-15 08:51:20,9.995,1.742,1.761,43.404,40.192
2022-11-15 08:51:25,10.026,1.767,1.667,43.397,40.193
2022-11-15 08:51:30,10.12,1.73,1.67,43.398,40.185
2022-11-15 08:51:35,10.149,1.744,1.689,43.375,40.192
2022-11-15 08:51:40,10.034,1.767,1.672,43.395,40.185
2022-11-15 08:51:45,10.003,1.787,1.677,43.402,40.192
2022-11-15 08:51:50,9.99,1.804,1.659,43.375,40.197
2022-11-15 08:51:55,9.99,1.807,1.667,43.375,40.196
2022-11-15 08:52:00,10.025,1.807,1.633,43.367,40.193
2022-11-15 08:52:05,10.131,1.814,1.599,43.392,40.185
2022-11-15 08:52:10,10.13,1.779,1.663,43.398,40.197
2022-11-15 08:52:15,10.154,1.691,1.592,43.37,40.185
2022-11-15 08:52:20,10.149,1.658,1.562,43.383,40.189
2022-11-15 08:52:25,9.991,1.695,1.589,43.375,40.192
2022-11-15 08:52:30,9.884,1.714,1.558,43.398,40.189
2022-11-15 08:52:35,9.748,1.752,1.613,43.367,40.193
2022-11-15 08:52:40,10.021,1.805,1.567,43.394,40.189
2022-11-15 08:52:45,9.89,1.803,1.48,43.374,40.185
2022-11-15 08:52:50,10.013,1.753,1.43,43.398,40.185
2022-11-15 08:52:55,9.867,1.736,1.439,43.378,40.588
2022-11-15 08:53:00,9.777,1.689,1.368,43.425,40.584
2022-11-15 08:53:05,9.772,1.681,1.405,43.778,40.745
2022-11-15 08:53:10,9.893,1.679,1.476,43.766,40.78
2022-11-15 08:53:15,9.873,1.718,1.559,43.778,40.772
2022-11-15 08:53:20,9.891,1.705,1.535,43.771,40.78
2022-11-15 08:53:25,10.027,1.661,1.537,43.773,40.772
2022-11-15 08:53:30,9.749,1.64,1.541,43.766,40.777
2022-11-15 08:53:35,10.023,1.607,1.606,43.778,40.772
2022-11-15 08:53:40,10.369,1.605,1.626,43.77,40.77
2022-11-15 08:53:45,10.15,1.589,1.709,43.774,40.772
2022-11-15 08:53:50,9.864,1.589,1.667,43.771,40.777
2022-11-15 08:53:55,9.896,1.607,1.731,43.778,40.78
2022-11-15 08:54:00,9.998,1.603,1.704,43.774,40.78
2022-11-15 08:54:05,9.905,1.591,1.696,43.778,40.777
2022-11-15 08:54:10,10.002,1.646,1.615,43.771,40.777
2022-11-15 08:54:15,10.017,1.715,1.645,43.766,40.773
2022-11-15 08:54:20,10.116,1.732,1.657,43.778,40.78
2022-11-15 08:54:25,10.146,1.736,1.616,43.77,40.772
2022-11-15 08:54:30,10.031,1.725,1.523,43.771,40.773
2022-11-15 08:54:35,10.119,1.671,1.554,43.766,40.773
2022-11-15 08:54:40,10.031,1.648,1.58,43.778,40.78
2022-11-15 08:54:45,9.998,1.626,1.559,43.77,40.772
2022-11-15 08:54:50,9.91,1.605,1.593,43.774,40.777
2022-11-15 08:54:55,9.997,1.583,1.595,43.77,40.773
2022-11-15 08:55:00,9.88,1.578,1.643,43.773,40.772
2022-11-15 08:55:05,10.013,1.605,1.635,43.778,40.78
2022-11-15 08:55:10,9.997,1.601,1.69,43.77,40.777
2022-11-15 08:55:15,10.02,1.578,1.656,43.771,40.773
2022-11-15 08:55:20,9.989,1.573,1.651,43.778,40.78
2022-11-15 08:55:25,10.147,1.595,1.643,43.778,40.78
2022-11-15 08:55:30,10.242,1.615,1.621,43.766,40.773
2022-11-15 08:55:35,10.149,1.64,1.643,43.771,40.777
2022-11-15 08:55:40,10.144,1.656,1.685,43.77,40.772
2022-11-15 08:55:45,9.994,1.716,1.663,43.774,40.777
2022-11-15 08:55:50,9.995,1.732,1.633,43.771,40.777
2022-11-15 08:55:55,9.895,1.709,1.659,43.771,40.777
2022-11-15 08:56:00,10.026,1.646,1.638,43.77,40.772
2022-11-15 08:56:05,10.006,1.65,1.586,43.774,40.772
2022-11-15 08:56:10,10.154,1.654,1.562,43.77,40.772
2022-11-15 08:56:15,10.128,1.679,1.589,43.77,40.772
2022-11-15 08:56:20,9.987,1.734,1.598,43.774,40.777
2022-11-15 08:56:25,10.02,1.744,1.619,43.766,40.772
2022-11-15 08:56:30,10.027,1.74,1.62,43.77,40.772
2022-11-15 08:56:35,10.148,1.705,1.611,43.778,40.78
2022-11-15 08:56:40,10.023,1.666,1.7,43.774,40.78
2022-11-15 08:56:45,10.122,1.607,1.782,43.778,40.78
2022-11-15 08:56:50,10.028,1.613,1.76,43.77,40.772
2022-11-15 08:56:55,10.014,1.644,1.731,43.778,40.777
2022-11-15 08:57:00,10.394,1.656,1.732,43.778,40.78
2022-11-15 08:57:05,10.238,1.66,1.645,43.778,40.78
2022-11-15 08:57:10,10.148,1.654,1.674,43.77,40.777
2022-11-15 08:57:15,9.998,1.691,1.678,43.774,40.777
2022-11-15 08:57:20,10.15,1.685,1.776,43.774,40.777
2022-11-15 08:57:25,10.113,1.628,1.756,43.774,40.78
2022-11-15 08:57:30,10.128,1.613,1.747,43.766,40.769
2022-11-15 08:57:35,10.242,1.633,1.704,43.774,40.777
2022-11-15 08:57:40,10.127,1.699,1.689,43.773,40.777
2022-11-15 08:57:45,10.274,1.725,1.704,43.774,40.777
2022-11-15 08:57:50,10.124,1.746,1.626,43.771,40.777
2022-11-15 08:57:55,10.135,1.736,1.657,43.77,40.772
2022-11-15 08:58:00,10.115,1.707,1.627,43.766,40.77
2022-11-15 08:58:05,10.151,1.677,1.677,43.77,40.777
2022-11-15 08:58:10,10.151,1.661,1.635,43.774,40.777
2022-11-15 08:58:15,10.13,1.674,1.778,43.77,40.78
2022-11-15 08:58:20,10.264,1.679,1.766,43.778,40.777
2022-11-15 08:58:25,10.127,1.675,1.789,43.773,40.777
2022-11-15 08:58:30,10.149,1.677,1.761,43.778,40.777
2022-11-15 08:58:35,10.12,1.664,1.786,43.77,40.772
2022-11-15 08:58:40,10.278,1.689,1.793,43.771,40.77
2022-11-15 08:58:45,10.117,1.767,1.743,43.774,40.777
2022-11-15 08:58:50,10.389,1.785,1.715,43.778,40.777
2022-11-15 08:58:55,10.259,1.799,1.738,43.771,40.769
2022-11-15 08:59:00,10.244,1.784,1.743,43.8,40.78
2022-11-15 08:59:05,10.274,1.726,1.838,43.778,40.78
2022-11-15 08:59:10,10.02,1.693,1.836,43.774,40.78
2022-11-15 08:59:15,9.987,1.689,1.749,43.774,40.777
2022-11-15 08:59:20,9.895,1.709,1.642,43.787,40.77
2022-11-15 08:59:25,10.028,1.728,1.665,43.77,40.772
2022-11-15 08:59:30,10.119,1.75,1.641,43.778,40.777
2022-11-15 08:59:35,10.14,1.769,1.567,43.774,40.777
2022-11-15 08:59:40,10.155,1.799,1.624,43.77,40.775
2022-11-15 08:59:45,9.885,1.785,1.66,43.774,40.777
2022-11-15 08:59:50,10.026,1.779,1.666,43.771,40.773
2022-11-15 08:59:55,9.873,1.738,1.704,43.774,40.777
2022-11-15 09:00:00,10.017,1.709,1.788,43.774,40.777
2022-11-15 09:00:05,9.987,1.693,1.805,43.778,40.78
2022-11-15 09:00:10,10.146,1.664,1.755,43.771,40.77
2022-11-15 09:00:15,9.873,1.638,1.761,43.774,40.777
2022-11-15 09:00:20,10.018,1.65,1.677,43.771,40.769
2022-11-15 09:00:25,10.502,1.671,1.739,43.778,40.78
2022-11-15 09:00:30,10.021,1.666,1.723,43.77,40.777
2022-11-15 09:00:35,9.886,1.664,1.737,43.766,40.78
2022-11-15 09:00:40,10.016,1.674,1.687,43.771,40.773
2022-11-15 09:00:45,10.149,1.728,1.682,43.8,40.775
2022-11-15 09:00:50,10.009,1.738,1.63,43.958,40.773
2022-11-15 09:00:55,10.15,1.789,1.608,43.983,40.954
2022-11-15 09:01:00,10.119,1.793,1.679,43.993,40.988
2022-11-15 09:01:05,10.12,1.76,1.694,43.973,40.988
2022-11-15 09:01:10,9.986,1.701,1.73,43.981,40.984
2022-11-15 09:01:15,9.906,1.678,1.648,43.983,40.957
2022-11-15 09:01:20,10.03,1.648,1.617,43.986,40.988
2022-11-15 09:01:25,9.901,1.661,1.678,43.986,40.988
2022-11-15 09:01:30,9.866,1.731,1.769,43.985,40.984
2022-11-15 09:01:35,9.775,1.824,1.678,43.993,40.988
2022-11-15 09:01:40,9.876,1.903,1.656,43.99,40.988
2022-11-15 09:01:45,9.772,1.903,1.7,43.985,40.964
2022-11-15 09:01:50,9.753,1.828,1.722,43.983,40.984
2022-11-15 09:01:55,9.781,1.797,1.788,43.981,40.984
2022-11-15 09:02:00,9.742,1.824,1.701,43.99,40.961
2022-11-15 09:02:05,9.891,1.83,1.725,43.99,40.992
2022-11-15 09:02:10,9.9,1.817,1.765,43.981,40.987
2022-11-15 09:02:15,9.991,1.822,1.823,43.993,40.964
2022-11-15 09:02:20,9.997,1.817,1.796,43.993,40.992
2022-11-15 09:02:25,10.001,1.73,1.816,43.99,40.965
2022-11-15 09:02:30,10.021,1.67,1.799,43.986,40.988
2022-11-15 09:02:35,9.746,1.646,1.886,43.981,40.984
2022-11-15 09:02:40,9.78,1.697,1.874,43.99,40.965
2022-11-15 09:02:45,9.628,1.703,1.823,43.959,40.957
2022-11-15 09:02:50,9.755,1.748,1.817,43.99,40.992
2022-11-15 09:02:55,9.781,1.763,1.792,43.981,40.973
2022-11-15 09:03:00,9.879,1.787,1.743,43.993,40.964
2022-11-15 09:03:05,9.775,1.813,1.819,43.981,40.987
2022-11-15 09:03:10,9.751,1.832,1.852,43.985,40.992
2022-11-15 09:03:15,9.768,1.867,1.852,43.985,40.957
2022-11-15 09:03:20,9.873,1.944,1.876,43.993,40.985
2022-11-15 09:03:25,9.78,2.016,1.897,43.99,40.984
2022-11-15 09:03:30,9.87,2.019,1.909,43.985,40.964
2022-11-15 09:03:35,9.766,1.985,1.894,43.99,40.984
2022-11-15 09:03:40,9.654,1.969,1.964,43.963,40.992
2022-11-15 09:03:45,9.88,1.948,1.994,43.993,40.992
2022-11-15 09:03:50,10.146,1.944,2.042,43.985,40.992
2022-11-15 09:03:55,9.99,1.967,2.032,43.99,40.973
2022-11-15 09:04:00,9.623,1.972,2.033,43.955,40.984
2022-11-15 09:04:05,9.884,1.964,2.106,43.981,40.992
2022-11-15 09:04:10,9.886,1.995,2.02,43.99,40.957
2022-11-15 09:04:15,9.899,2.026,2.06,43.981,40.987
2022-11-15 09:04:20,9.872,2.097,2.033,43.958,40.987
2022-11-15 09:04:25,9.897,2.081,1.992,43.981,40.992
2022-11-15 09:04:30,9.875,2.069,1.927,43.993,40.988
2022-11-15 09:04:35,9.883,2.05,1.988,43.983,40.987
2022-11-15 09:04:40,9.902,2.046,2.065,43.99,40.961
2022-11-15 09:04:45,9.899,2.084,2.146,43.99,40.992
2022-11-15 09:04:50,9.872,2.175,2.1,43.988,40.984
2022-11-15 09:04:55,9.881,2.241,2.076,43.981,40.987
2022-11-15 09:05:00,9.902,2.234,2.06,43.985,40.995
2022-11-15 09:05:05,9.903,2.216,1.998,43.99,40.985
2022-11-15 09:05:10,9.903,2.2,1.991,43.962,40.957
2022-11-15 09:05:15,9.742,2.192,2.068,43.99,40.961
2022-11-15 09:05:20,9.874,2.135,2.129,43.986,40.964
2022-11-15 09:05:25,9.899,2.128,2.133,43.99,40.984
2022-11-15 09:05:30,9.98,2.149,2.119,43.99,40.984
2022-11-15 09:05:35,10.012,2.189,2.131,43.993,40.984
2022-11-15 09:05:40,9.991,2.198,2.215,43.986,40.984
2022-11-15 09:05:45,10.152,2.198,2.118,43.993,40.988
2022-11-15 09:05:50,9.991,2.155,2.083,43.986,40.984
2022-11-15 09:05:55,10.153,2.212,2.172,43.985,40.992
2022-11-15 09:06:00,9.867,2.271,2.172,43.99,40.985
2022-11-15 09:06:05,9.906,2.257,2.175,43.99,40.968
2022-11-15 09:06:10,9.761,2.261,2.08,43.965,40.992
2022-11-15 09:06:15,9.878,2.247,2.112,43.99,40.984
2022-11-15 09:06:20,9.903,2.267,2.13,43.986,40.984
2022-11-15 09:06:25,9.873,2.255,2.247,43.981,40.961
2022-11-15 09:06:30,9.895,2.23,2.198,43.986,40.961
2022-11-15 09:06:35,9.78,2.244,2.183,43.986,40.992
2022-11-15 09:06:40,9.871,2.259,2.14,43.965,40.961
2022-11-15 09:06:45,9.771,2.234,2.17,43.99,40.984
2022-11-15 09:06:50,9.902,2.247,2.147,43.986,40.984
2022-11-15 09:06:55,9.775,2.284,2.194,43.981,40.961
2022-11-15 09:07:00,9.876,2.286,2.245,43.986,40.995
2022-11-15 09:07:05,9.64,2.302,2.15,43.99,40.962
2022-11-15 09:07:10,9.902,2.322,2.189,43.986,40.987
2022-11-15 09:07:15,10.269,2.296,2.164,43.99,40.988
2022-11-15 09:07:20,9.996,2.265,2.248,43.993,40.984
2022-11-15 09:07:25,9.772,2.255,2.299,43.99,40.988
2022-11-15 09:07:30,9.759,2.253,2.314,43.968,40.988
2022-11-15 09:07:35,9.903,2.251,2.368,43.986,40.992
2022-11-15 09:07:40,9.744,2.179,2.366,43.99,40.961
2022-11-15 09:07:45,9.878,2.144,2.43,43.986,40.961
2022-11-15 09:07:50,9.738,2.235,2.449,43.986,40.772
2022-11-15 09:07:55,9.899,2.295,2.469,43.981,40.78
2022-11-15 09:08:00,9.884,2.299,2.456,43.99,40.773
2022-11-15 09:08:05,9.908,2.298,2.517,43.981,40.777
